´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
603798.SH,¿µÆÕ¶Ù,20160406,,20.64,20.64,20.64,20.64,12299,253851,6.31,44.0335,20.64,0.0492,516000000,,2064000000,25000000,0,100000000,24.7282,6.1092,2.9035,28.8092,
603798.SH,¿µÆÕ¶Ù,20160407,20.64,22.7,22.7,22.7,22.7,4930,111911,2.06,9.9806,22.7,0.0197,567500000,,2270000000,25000000,0,100000000,27.1962,6.7189,3.1933,31.6846,
603798.SH,¿µÆÕ¶Ù,20160408,22.7,24.97,24.97,24.97,24.97,13136,328006,2.27,10,24.97,0.0525,624250000,,2497000000,25000000,0,100000000,29.9158,7.3908,3.5126,34.853,
603798.SH,¿µÆÕ¶Ù,20160411,24.97,27.47,27.47,27.47,27.47,6500,178555,2.5,10.012,27.47,0.026,686750000,,2747000000,25000000,0,100000000,32.911,8.1308,3.8643,38.3425,
603798.SH,¿µÆÕ¶Ù,20160412,27.47,30.22,30.22,30.22,30.22,24191,731052,2.75,10.0109,30.22,0.0968,755500000,,3022000000,25000000,0,100000000,36.2057,8.9447,4.2511,42.181,
603798.SH,¿µÆÕ¶Ù,20160413,30.22,33.24,33.24,33.24,33.24,25500,847620,3.02,9.9934,33.24,0.102,831000000,,3324000000,25000000,0,100000000,39.8239,9.8386,4.676,46.3963,
603798.SH,¿µÆÕ¶Ù,20160414,33.24,36.56,36.56,36.56,36.56,41100,1502616,3.32,9.988,36.56,0.1644,914000000,,3656000000,25000000,0,100000000,43.8014,10.8213,5.143,51.0303,
603798.SH,¿µÆÕ¶Ù,20160415,36.56,40.22,40.22,40.22,40.22,99535,4003298,3.66,10.0109,40.22,0.3981,1005500000,,4022000000,25000000,0,100000000,48.1864,11.9046,5.6579,56.1389,
603798.SH,¿µÆÕ¶Ù,20160418,40.22,44.24,44.24,44.24,44.24,180381,7980055,4.02,9.995,44.24,0.7215,1106000000,,4424000000,25000000,0,100000000,53.0026,13.0945,6.2234,61.75,
603798.SH,¿µÆÕ¶Ù,20160419,44.24,48.66,48.66,48.66,48.66,150889,7342259,4.42,9.991,48.66,0.6036,1216500000,,4866000000,25000000,0,100000000,58.2981,14.4027,6.8452,67.9194,
603798.SH,¿µÆÕ¶Ù,20160420,48.66,53.53,53.53,53.53,53.53,216892,11610229,4.87,10.0082,53.53,0.8676,1338250000,,5353000000,25000000,0,100000000,64.1327,15.8442,7.5302,74.717,
